sk_cliente,id_cliente,nome_cliente,segmento_cliente,canal_aquisicao,uf_cliente,data_cadastro,faixa_etaria,ativo
3548,CLI03548,Marcos Vinicius Lima,PJ - Frota Pequena,Digital,SP,2021-02-27,18-25,True
3549,CLI03549,Bianca Duarte,PF - Varejo,Indicação,MG,2023-03-05,46-55,True
3550,CLI03550,Zoe Pereira,PJ - Frota Grande,Digital,MG,2023-03-03,36-45,True
3551,CLI03551,Ian Costa,PF - Premium,Digital,SP,2022-06-14,18-25,True
3552,CLI03552,Davi Vargas,PF - Varejo,Indicação,BA,2023-04-21,26-35,True
3553,CLI03553,Anna Liz Pinto,PJ - Frota Pequena,CRM Ativo,ES,2023-03-25,56+,True
3554,CLI03554,Daniela Andrade,PF - Varejo,Digital,SP,2021-08-12,46-55,True
3555,CLI03555,Maya Barbosa,PJ - Frota Pequena,Fidelização,MG,2021-08-24,46-55,True
3556,CLI03556,Gabriel Abreu,PF - Varejo,Indicação,CE,2023-03-10,36-45,True
3557,CLI03557,João Guilherme Sousa,PJ - Frota Grande,Indicação,DF,2023-03-14,36-45,True
3558,CLI03558,Pietra Casa Grande,PJ - Frota Pequena,Fidelização,SC,2022-02-18,26-35,True
3559,CLI03559,Ana Sophia Pereira,PJ - Frota Grande,Indicação,SP,2022-04-07,36-45,True
3560,CLI03560,Ana Júlia Costa,PJ - Frota Pequena,Digital,GO,2021-11-06,46-55,True
3561,CLI03561,Arthur Silveira,PF - Varejo,CRM Ativo,SP,2021-01-14,56+,True
3562,CLI03562,Anthony Gabriel Pimenta,PF - Varejo,Digital,MG,2021-05-24,26-35,True
3563,CLI03563,Dr. Yago Nogueira,PF - Varejo,Indicação,SP,2021-03-06,26-35,True
3564,CLI03564,Sofia Pereira,PF - Varejo,Showroom,PR,2022-07-28,56+,True
3565,CLI03565,Catarina Farias,PF - Premium,Showroom,RS,2022-03-08,36-45,True
3566,CLI03566,Anthony da Paz,PF - Premium,Indicação,DF,2023-05-04,46-55,True
3567,CLI03567,Ryan da Conceição,PF - Varejo,Showroom,SP,2023-03-10,26-35,True
3568,CLI03568,Matheus da Luz,PF - Varejo,Showroom,CE,2021-10-15,46-55,True
3569,CLI03569,Anna Liz Monteiro,PF - Varejo,Digital,BA,2022-12-22,26-35,True
3570,CLI03570,Henry Montenegro,PF - Premium,Indicação,SP,2022-03-07,36-45,True
3571,CLI03571,Bárbara Machado,PF - Premium,Indicação,SP,2023-04-15,26-35,True
3572,CLI03572,Maria Vitória Nunes,PF - Varejo,Indicação,RJ,2023-02-01,36-45,True
3573,CLI03573,João Gabriel da Cruz,PF - Varejo,Showroom,BA,2023-05-10,26-35,True
3574,CLI03574,Dra. Alexia Martins,PF - Varejo,Fidelização,SP,2023-02-15,26-35,True
3575,CLI03575,Vinicius Azevedo,PF - Varejo,Recall,PR,2021-10-08,56+,True
3576,CLI03576,Cecília Porto,PJ - Frota Pequena,Digital,RJ,2021-11-21,26-35,True
3577,CLI03577,Léo Lima,PF - Varejo,Indicação,SP,2021-02-19,26-35,True
3578,CLI03578,Luan Montenegro,PF - Varejo,Digital,ES,2021-10-21,36-45,True
3579,CLI03579,Ana Carolina Rios,PJ - Frota Grande,Digital,MG,2022-05-18,26-35,True
3580,CLI03580,Sara da Rocha,PF - Varejo,Indicação,PE,2022-10-25,56+,True
3581,CLI03581,Maria Luiza Santos,PF - Varejo,Indicação,MG,2022-12-27,26-35,True
3582,CLI03582,Pedro Miguel Rodrigues,PF - Varejo,Indicação,MG,2023-06-10,26-35,True
3583,CLI03583,Miguel Sá,PF - Varejo,Indicação,MG,2023-05-31,56+,True
3584,CLI03584,Srta. Isabela Vasconcelos,PF - Varejo,Fidelização,DF,2022-06-21,56+,True
3585,CLI03585,Bianca Caldeira,PJ - Frota Pequena,Showroom,DF,2021-01-17,18-25,True
3586,CLI03586,Luan Mendes,PF - Varejo,CRM Ativo,CE,2021-07-03,56+,True
3587,CLI03587,Sr. Luiz Miguel Castro,PJ - Frota Pequena,Fidelização,BA,2022-06-13,46-55,True
3588,CLI03588,Rael Novaes,PF - Premium,CRM Ativo,GO,2022-09-28,46-55,True
3589,CLI03589,Dr. Rael Novaes,PF - Premium,Digital,SP,2021-04-16,56+,True
3590,CLI03590,Rael Barbosa,PF - Premium,Digital,SP,2022-06-19,46-55,True
3591,CLI03591,Dr. Cauã Montenegro,PJ - Frota Pequena,Fidelização,RS,2021-08-24,26-35,True
3592,CLI03592,Arthur Cavalcanti,PF - Varejo,Indicação,GO,2021-07-07,18-25,True
3593,CLI03593,Liam Pimenta,PF - Premium,Digital,MG,2022-12-07,56+,True
3594,CLI03594,Kamilly Rodrigues,PF - Varejo,Showroom,SP,2021-12-13,18-25,True
3595,CLI03595,Nina Nunes,PF - Varejo,Indicação,CE,2021-12-19,36-45,True
3596,CLI03596,Sr. João Vitor Moraes,PF - Varejo,Indicação,PR,2023-01-02,46-55,True
3597,CLI03597,Dr. João Guilherme Ribeiro,PF - Varejo,Recall,CE,2022-09-09,36-45,True
3598,CLI03598,Bruna Barbosa,PF - Varejo,Recall,RS,2021-03-20,46-55,True
3599,CLI03599,Sr. Pedro Silveira,PF - Premium,CRM Ativo,SP,2021-02-12,56+,True
3600,CLI03600,Ana Vitória Silva,PF - Premium,Showroom,SP,2022-02-12,36-45,True
3601,CLI03601,Laís Mendes,PJ - Frota Pequena,Showroom,SP,2023-02-02,36-45,True
3602,CLI03602,Ágatha da Paz,PF - Varejo,CRM Ativo,SC,2023-02-15,18-25,True
3603,CLI03603,Ana Carolina Vasconcelos,PJ - Frota Pequena,Fidelização,RJ,2021-04-08,46-55,True
3604,CLI03604,Dr. Dom Souza,PF - Varejo,Showroom,RJ,2023-04-21,26-35,True
3605,CLI03605,Ravi Vieira,PF - Varejo,Indicação,GO,2021-09-09,26-35,True
3606,CLI03606,João Rezende,PF - Varejo,Fidelização,MG,2022-12-25,36-45,True
3607,CLI03607,Maria Luiza Silveira,PJ - Frota Grande,Fidelização,SP,2021-01-17,36-45,True
3608,CLI03608,Yan Sampaio,PJ - Frota Grande,Digital,RJ,2021-08-17,26-35,True
3609,CLI03609,Kevin Pereira,PF - Varejo,Showroom,CE,2022-05-20,56+,True
3610,CLI03610,Júlia Rodrigues,PJ - Frota Pequena,Indicação,SP,2023-03-03,56+,True
3611,CLI03611,Larissa Nunes,PF - Varejo,Digital,SC,2021-02-13,36-45,True
3612,CLI03612,Isaac Carvalho,PF - Varejo,Fidelização,ES,2021-01-24,18-25,True
3613,CLI03613,Luigi da Cunha,PJ - Frota Pequena,Digital,MG,2023-05-31,56+,True
3614,CLI03614,Fernando da Rosa,PJ - Frota Grande,Digital,SP,2021-12-30,18-25,True
3615,CLI03615,Zoe Vargas,PF - Premium,Indicação,RJ,2021-09-25,18-25,True
3616,CLI03616,Heloísa da Paz,PF - Varejo,Indicação,GO,2022-04-21,26-35,True
3617,CLI03617,Davi Macedo,PF - Varejo,Fidelização,BA,2021-07-04,26-35,True
3618,CLI03618,Lorena Nogueira,PF - Varejo,Showroom,RJ,2022-02-20,46-55,True
3619,CLI03619,Vicente Sá,PF - Varejo,Digital,MG,2023-02-23,46-55,True
3620,CLI03620,Isabel Aragão,PJ - Frota Grande,Indicação,MG,2021-09-30,18-25,True
3621,CLI03621,Isaque Moreira,PF - Varejo,Fidelização,RJ,2022-10-17,56+,True
3622,CLI03622,Allana Azevedo,PF - Premium,CRM Ativo,CE,2023-03-10,26-35,True
3623,CLI03623,Alice Viana,PF - Varejo,Digital,SP,2023-04-20,36-45,True
3624,CLI03624,Isabelly Mendes,PF - Varejo,CRM Ativo,MG,2021-03-12,46-55,True
3625,CLI03625,Srta. Antonella Andrade,PJ - Frota Grande,Fidelização,SP,2021-05-19,36-45,True
3626,CLI03626,Guilherme Pacheco,PF - Varejo,Digital,RJ,2021-07-11,46-55,True
3627,CLI03627,Arthur Miguel Carvalho,PF - Varejo,Digital,ES,2021-11-19,18-25,True
3628,CLI03628,Miguel Fernandes,PF - Varejo,Showroom,SP,2021-07-06,36-45,True
3629,CLI03629,Sr. Felipe Ribeiro,PF - Varejo,Fidelização,RJ,2023-04-02,26-35,True
3630,CLI03630,José Sampaio,PF - Premium,Indicação,RJ,2021-07-20,36-45,True
3631,CLI03631,Maysa Pastor,PF - Varejo,Digital,PR,2021-04-25,36-45,True
3632,CLI03632,Lucca Vargas,PF - Premium,Digital,SP,2022-01-14,46-55,True
3633,CLI03633,Sara Azevedo,PJ - Frota Pequena,Digital,RJ,2023-01-25,36-45,True
3634,CLI03634,Breno Aragão,PF - Premium,Showroom,SP,2022-01-05,46-55,True
3635,CLI03635,Vinícius Pimenta,PF - Varejo,Digital,GO,2022-03-15,36-45,True
3636,CLI03636,Laís Moreira,PF - Varejo,CRM Ativo,SC,2022-12-08,46-55,True
3637,CLI03637,Ísis Cunha,PF - Varejo,Indicação,PE,2022-06-12,36-45,True
3638,CLI03638,Benjamin da Costa,PJ - Frota Pequena,Digital,RJ,2023-01-20,56+,True
3639,CLI03639,Beatriz Silveira,PF - Premium,Indicação,SP,2022-06-06,36-45,True
3640,CLI03640,Alice da Rocha,PF - Varejo,Digital,RJ,2021-01-30,46-55,True
3641,CLI03641,Sophie Novaes,PF - Varejo,CRM Ativo,SP,2023-03-06,36-45,True
3642,CLI03642,Maria Fernanda Souza,PF - Varejo,Showroom,ES,2022-08-13,46-55,True
3643,CLI03643,Thiago Borges,PF - Premium,Digital,GO,2022-10-26,56+,True
3644,CLI03644,Sarah Cunha,PJ - Frota Grande,Digital,ES,2021-03-24,26-35,True
3645,CLI03645,Melissa Sales,PF - Varejo,Indicação,SP,2022-10-26,46-55,True
3646,CLI03646,Lunna Porto,PJ - Frota Pequena,Showroom,RS,2023-04-15,36-45,True
3647,CLI03647,José Miguel Novaes,PJ - Frota Pequena,Digital,DF,2023-02-01,36-45,True
3648,CLI03648,Dr. Levi Vasconcelos,PF - Premium,Digital,SC,2022-07-26,26-35,True
3649,CLI03649,Alícia da Paz,PF - Varejo,Showroom,MG,2021-09-16,56+,True
3650,CLI03650,Maria Alice Câmara,PF - Varejo,Digital,SC,2021-11-09,36-45,True
3651,CLI03651,Anthony Gabriel Sousa,PF - Premium,Digital,SP,2023-06-01,36-45,True
3652,CLI03652,Nina Melo,PF - Varejo,Fidelização,CE,2021-07-11,26-35,True
3653,CLI03653,Nicole Novaes,PF - Premium,Recall,SP,2021-09-16,26-35,True
3654,CLI03654,Vicente Barbosa,PF - Varejo,Showroom,RS,2023-04-22,36-45,True
3655,CLI03655,Bernardo Monteiro,PJ - Frota Pequena,Showroom,PR,2022-07-24,46-55,True
3656,CLI03656,Nina Marques,PF - Varejo,Fidelização,PR,2022-11-08,46-55,True
3657,CLI03657,Ana Carolina Costela,PF - Premium,Indicação,PR,2021-04-04,26-35,True
3658,CLI03658,Raquel Guerra,PF - Premium,Digital,GO,2022-06-03,36-45,True
3659,CLI03659,Dr. Arthur Gabriel da Rosa,PF - Premium,Indicação,ES,2021-04-14,46-55,True
3660,CLI03660,Dr. Vitor Hugo Correia,PJ - Frota Pequena,Digital,MG,2022-06-30,26-35,True
3661,CLI03661,João Vitor Dias,PF - Premium,Indicação,PR,2023-03-02,36-45,True
3662,CLI03662,Laís Cirino,PF - Varejo,Digital,DF,2022-05-12,26-35,True
3663,CLI03663,Maria Luísa Castro,PJ - Frota Pequena,Indicação,SP,2021-12-30,26-35,True
3664,CLI03664,Maya Azevedo,PJ - Frota Pequena,Digital,DF,2021-12-24,36-45,True
3665,CLI03665,Eloah Novaes,PF - Varejo,Showroom,SP,2022-10-23,46-55,True
3666,CLI03666,Mariana Ramos,PF - Varejo,Digital,CE,2021-04-26,56+,True
3667,CLI03667,Dr. Luiz Miguel da Paz,PF - Varejo,Fidelização,SP,2022-07-22,46-55,True
3668,CLI03668,Alana Castro,PF - Premium,Indicação,RJ,2022-06-07,26-35,True
3669,CLI03669,Dr. Enrico Teixeira,PF - Varejo,Indicação,RS,2022-02-22,56+,True
3670,CLI03670,João Guilherme Cavalcanti,PF - Varejo,Digital,PR,2023-03-17,56+,True
3671,CLI03671,Cauê Nascimento,PF - Premium,Digital,MG,2021-04-20,26-35,True
3672,CLI03672,Luiza Carvalho,PF - Varejo,Digital,SP,2022-06-27,36-45,True
3673,CLI03673,Ana Julia Montenegro,PF - Varejo,Digital,SP,2023-03-27,56+,True
3674,CLI03674,Davi Miguel Vasconcelos,PJ - Frota Pequena,Indicação,RJ,2022-09-16,36-45,True
3675,CLI03675,Olívia Mendes,PF - Varejo,Digital,SP,2022-02-18,56+,True
3676,CLI03676,Sra. Maitê Ramos,PJ - Frota Pequena,Recall,MG,2022-12-26,56+,True
3677,CLI03677,Thomas Nascimento,PJ - Frota Grande,CRM Ativo,SP,2023-04-07,26-35,True
3678,CLI03678,Ana Carolina Sousa,PF - Premium,Digital,SP,2023-02-16,18-25,True
3679,CLI03679,Júlia da Mota,PJ - Frota Pequena,Fidelização,RJ,2021-09-10,56+,True
3680,CLI03680,Liam Azevedo,PF - Premium,Fidelização,MG,2022-09-19,26-35,True
3681,CLI03681,Nina Monteiro,PF - Varejo,Digital,PR,2022-04-14,26-35,True
3682,CLI03682,Júlia Vieira,PJ - Frota Grande,Indicação,SP,2022-06-29,36-45,True
3683,CLI03683,Lívia Santos,PF - Premium,Digital,CE,2021-12-16,36-45,True
3684,CLI03684,Apollo Souza,PF - Premium,Showroom,SP,2022-11-07,36-45,True
3685,CLI03685,Ana Liz Cardoso,PJ - Frota Pequena,Indicação,RJ,2022-09-23,56+,True
3686,CLI03686,Luiz Otávio Teixeira,PF - Varejo,Digital,ES,2022-07-05,26-35,True
3687,CLI03687,Mariane Novaes,PF - Varejo,Fidelização,DF,2022-10-15,36-45,True
3688,CLI03688,Dra. Alexia Dias,PF - Premium,Fidelização,BA,2021-01-11,26-35,True
3689,CLI03689,Clara Carvalho,PF - Varejo,Digital,DF,2022-06-11,56+,True
3690,CLI03690,Sra. Kamilly Sampaio,PJ - Frota Grande,Fidelização,PR,2022-09-10,36-45,True
3691,CLI03691,Théo Campos,PJ - Frota Pequena,Showroom,MG,2022-04-17,18-25,True
3692,CLI03692,João Vitor Pimenta,PJ - Frota Grande,Digital,RJ,2021-09-08,36-45,True
3693,CLI03693,João Felipe Albuquerque,PF - Premium,Indicação,GO,2021-11-15,26-35,True
3694,CLI03694,Sr. Noah da Cruz,PF - Varejo,Digital,BA,2023-05-18,56+,True
3695,CLI03695,Alana Vieira,PJ - Frota Pequena,CRM Ativo,SP,2023-03-23,18-25,True
3696,CLI03696,Bernardo Machado,PF - Premium,Digital,GO,2023-01-03,36-45,True
3697,CLI03697,Mirella Gonçalves,PJ - Frota Grande,Digital,MG,2023-06-27,36-45,True
3698,CLI03698,Bárbara Casa Grande,PF - Varejo,Recall,MG,2022-02-18,36-45,True
3699,CLI03699,Noah Dias,PF - Varejo,Indicação,MG,2022-02-26,26-35,True
3700,CLI03700,Antony Pinto,PF - Varejo,Digital,SP,2021-01-02,36-45,True
3701,CLI03701,Brayan Viana,PF - Varejo,Digital,BA,2021-06-22,36-45,True
3702,CLI03702,Ana Beatriz Fonseca,PJ - Frota Pequena,Digital,MG,2022-01-13,46-55,True
3703,CLI03703,Vitor Campos,PF - Varejo,Showroom,MG,2021-08-20,36-45,True
3704,CLI03704,Srta. Rafaela da Costa,PJ - Frota Pequena,Indicação,RJ,2022-07-30,26-35,True
3705,CLI03705,Yuri Costela,PF - Varejo,Indicação,PR,2022-07-06,46-55,True
3706,CLI03706,Antonella Rocha,PJ - Frota Pequena,Digital,ES,2021-09-25,36-45,True
3707,CLI03707,Maria Vitória da Mata,PF - Varejo,Fidelização,BA,2023-02-27,46-55,True
3708,CLI03708,Vitor Gabriel Moraes,PF - Varejo,Digital,DF,2022-03-12,36-45,True
3709,CLI03709,Liam Dias,PF - Premium,Recall,DF,2022-05-20,26-35,True
3710,CLI03710,Guilherme Carvalho,PF - Premium,Indicação,BA,2022-07-30,46-55,True
3711,CLI03711,Isaque Barbosa,PF - Varejo,Showroom,RJ,2022-07-06,26-35,True
3712,CLI03712,Sr. Yuri Nogueira,PF - Varejo,Indicação,RJ,2021-08-10,36-45,True
3713,CLI03713,Francisco Moraes,PJ - Frota Pequena,Showroom,PR,2021-01-19,18-25,True
3714,CLI03714,Marina Barros,PJ - Frota Grande,Showroom,SP,2021-04-01,46-55,True
3715,CLI03715,Ravi Ferreira,PF - Varejo,Recall,MG,2021-02-16,36-45,True
3716,CLI03716,Dra. Ágatha Silveira,PJ - Frota Pequena,Digital,SP,2023-02-10,56+,True
3717,CLI03717,João Vitor Gonçalves,PJ - Frota Grande,Showroom,MG,2022-08-01,18-25,True
3718,CLI03718,Maria Vitória Freitas,PJ - Frota Pequena,Indicação,SP,2022-04-23,36-45,True
3719,CLI03719,Kaique Campos,PF - Varejo,Indicação,MG,2021-03-03,26-35,True
3720,CLI03720,Joana Oliveira,PF - Varejo,Indicação,SP,2022-07-15,46-55,True
3721,CLI03721,Maria Alice Nunes,PJ - Frota Pequena,Digital,MG,2021-05-15,18-25,True
3722,CLI03722,Joana Sales,PF - Varejo,Digital,PR,2021-01-20,46-55,True
3723,CLI03723,Nathan Lopes,PF - Premium,Digital,SP,2021-03-08,46-55,True
3724,CLI03724,Pietro Almeida,PF - Varejo,Showroom,MG,2021-05-15,46-55,True
3725,CLI03725,Sra. Emanuella Souza,PJ - Frota Grande,CRM Ativo,MG,2023-03-02,36-45,True
3726,CLI03726,Heloísa Barros,PF - Varejo,CRM Ativo,MG,2021-09-08,26-35,True
3727,CLI03727,Asafe Azevedo,PF - Varejo,Indicação,MG,2021-11-03,36-45,True
3728,CLI03728,João Farias,PF - Varejo,Indicação,PE,2021-05-17,46-55,True
3729,CLI03729,Pedro Henrique Novaes,PJ - Frota Pequena,Digital,CE,2023-01-23,36-45,True
3730,CLI03730,Lucas Gabriel Novais,PF - Varejo,Indicação,RJ,2022-10-19,26-35,True
3731,CLI03731,Sr. Erick da Cruz,PJ - Frota Grande,Indicação,MG,2022-03-10,36-45,True
3732,CLI03732,Yuri Montenegro,PF - Varejo,Recall,SP,2022-08-20,46-55,True
3733,CLI03733,Clara Campos,PF - Varejo,Recall,BA,2021-12-13,56+,True
3734,CLI03734,Henry Gabriel Novais,PJ - Frota Pequena,Recall,RJ,2023-04-17,36-45,True
3735,CLI03735,Yago Fernandes,PJ - Frota Pequena,Fidelização,SP,2022-12-16,36-45,True
3736,CLI03736,Luísa Santos,PJ - Frota Pequena,Digital,RJ,2021-11-28,36-45,True
3737,CLI03737,Dra. Helena Garcia,PF - Premium,CRM Ativo,MG,2021-06-26,26-35,True
3738,CLI03738,Marina Cassiano,PF - Varejo,Indicação,PR,2021-12-20,36-45,True
3739,CLI03739,Anthony Gabriel Sousa,PF - Varejo,Showroom,BA,2022-01-31,26-35,True
3740,CLI03740,Maria Luísa Nascimento,PF - Varejo,CRM Ativo,RJ,2021-06-17,46-55,True
3741,CLI03741,Luiz Fernando Carvalho,PF - Varejo,Showroom,CE,2023-01-03,36-45,True
3742,CLI03742,Vinicius da Costa,PJ - Frota Pequena,CRM Ativo,PR,2022-08-03,26-35,True
3743,CLI03743,Rael Cassiano,PF - Varejo,Showroom,RS,2021-04-17,26-35,True
3744,CLI03744,Ana Cecília Novaes,PF - Varejo,Showroom,SP,2022-09-29,36-45,True
3745,CLI03745,Mirella Lima,PJ - Frota Pequena,Recall,SP,2022-04-19,26-35,True
3746,CLI03746,Luan das Neves,PF - Varejo,Digital,PR,2021-06-25,36-45,True
3747,CLI03747,Laís Castro,PF - Varejo,Indicação,SP,2022-03-13,56+,True
3748,CLI03748,Maria Helena Câmara,PF - Varejo,Fidelização,DF,2022-06-29,36-45,True
3749,CLI03749,Dr. Dante Cavalcante,PJ - Frota Pequena,Indicação,RS,2023-04-09,26-35,True
3750,CLI03750,Theo Caldeira,PJ - Frota Pequena,Indicação,CE,2021-12-02,18-25,True
3751,CLI03751,Raquel Rocha,PJ - Frota Pequena,Digital,RS,2021-04-18,36-45,True
3752,CLI03752,Maria Clara Rocha,PF - Varejo,Recall,PE,2021-03-06,18-25,True
3753,CLI03753,Dr. Luiz Gustavo Lima,PJ - Frota Grande,Recall,GO,2021-03-02,36-45,True
3754,CLI03754,Olivia Araújo,PF - Varejo,Fidelização,RJ,2022-10-14,36-45,True
3755,CLI03755,Luiza Sales,PF - Varejo,Indicação,RS,2021-12-31,46-55,True
3756,CLI03756,Alexia Albuquerque,PF - Premium,Indicação,MG,2021-04-23,26-35,True
3757,CLI03757,Maria Isis Jesus,PF - Varejo,Fidelização,CE,2021-09-26,18-25,True
3758,CLI03758,Otto Fogaça,PJ - Frota Pequena,Digital,BA,2021-04-10,26-35,True
3759,CLI03759,Emanuelly da Mota,PF - Premium,Indicação,MG,2022-05-15,18-25,True
3760,CLI03760,Sra. Ana Vitória Aragão,PF - Varejo,Indicação,SP,2022-09-20,26-35,True
3761,CLI03761,Yan Albuquerque,PF - Premium,Indicação,PR,2022-05-07,26-35,True
3762,CLI03762,Emanuelly Novaes,PJ - Frota Grande,CRM Ativo,SP,2022-07-13,36-45,True
3763,CLI03763,Dr. Miguel Machado,PF - Varejo,CRM Ativo,MG,2021-05-13,18-25,True
3764,CLI03764,Francisco Sá,PF - Varejo,Indicação,RJ,2021-01-22,36-45,True
3765,CLI03765,Maria Fernanda Nunes,PF - Varejo,Digital,SP,2022-08-10,26-35,True
3766,CLI03766,Brenda da Rosa,PF - Varejo,Fidelização,SP,2022-06-21,36-45,True
3767,CLI03767,Ágatha Gomes,PF - Varejo,Indicação,RS,2021-02-02,36-45,True
3768,CLI03768,Isadora Fonseca,PF - Varejo,Recall,MG,2021-01-02,26-35,True
3769,CLI03769,Pedro Sales,PF - Premium,Showroom,SP,2022-09-15,36-45,True
3770,CLI03770,Ana Cecília Casa Grande,PF - Varejo,Indicação,PR,2022-02-05,46-55,True
3771,CLI03771,Anna Liz Costela,PJ - Frota Pequena,Indicação,RJ,2021-02-12,36-45,True
3772,CLI03772,Gabrielly Câmara,PF - Varejo,Showroom,BA,2021-10-01,56+,True
3773,CLI03773,Anthony Monteiro,PF - Varejo,Indicação,GO,2022-07-07,36-45,True
3774,CLI03774,Luara Oliveira,PJ - Frota Pequena,Indicação,PR,2021-12-04,36-45,True
3775,CLI03775,João Miguel Martins,PF - Varejo,Digital,PR,2022-12-21,26-35,True
3776,CLI03776,João Guilherme Ribeiro,PF - Varejo,Recall,MG,2021-02-08,46-55,True
3777,CLI03777,Ravi Jesus,PF - Varejo,Digital,ES,2022-12-07,56+,True
3778,CLI03778,Elisa da Rosa,PF - Varejo,Showroom,SP,2021-07-23,18-25,True
3779,CLI03779,Noah Silveira,PF - Varejo,Digital,GO,2023-06-04,46-55,True
3780,CLI03780,Maria Clara Câmara,PJ - Frota Grande,Showroom,RJ,2023-03-12,46-55,True
3781,CLI03781,Henry Gabriel Garcia,PJ - Frota Grande,Showroom,CE,2021-09-19,56+,True
3782,CLI03782,Davi Lucas da Luz,PF - Varejo,Showroom,DF,2022-03-01,56+,True
3783,CLI03783,Rafael Montenegro,PF - Varejo,Digital,RS,2022-08-13,26-35,True
3784,CLI03784,Thales Sá,PF - Premium,Digital,RJ,2023-04-04,36-45,True
3785,CLI03785,Caleb Sousa,PF - Premium,Digital,MG,2023-02-16,26-35,True
3786,CLI03786,Bruno Fernandes,PF - Varejo,Indicação,SP,2022-12-05,36-45,True
3787,CLI03787,Vitor Hugo Leão,PJ - Frota Pequena,Indicação,SP,2022-04-12,46-55,True
3788,CLI03788,Isabelly Costela,PF - Varejo,CRM Ativo,BA,2021-04-22,26-35,True
3789,CLI03789,Samuel da Rosa,PF - Varejo,Digital,SP,2022-06-07,26-35,True
3790,CLI03790,Sophie Vasconcelos,PF - Varejo,Showroom,MG,2022-05-18,18-25,True
3791,CLI03791,Ana Laura Gonçalves,PF - Premium,Digital,MG,2022-06-26,26-35,True
3792,CLI03792,Dr. Nicolas Rodrigues,PF - Premium,CRM Ativo,SP,2023-06-16,26-35,True
3793,CLI03793,Henry Teixeira,PF - Varejo,Indicação,RJ,2023-02-20,46-55,True
3794,CLI03794,Ana Laura Jesus,PJ - Frota Grande,Indicação,PR,2021-08-11,36-45,True
3795,CLI03795,Theo da Rosa,PF - Premium,Digital,SP,2021-11-03,36-45,True
3796,CLI03796,Maria Flor Leão,PF - Varejo,Showroom,CE,2022-08-21,26-35,True
3797,CLI03797,Marcelo Carvalho,PF - Varejo,Fidelização,MG,2023-04-23,46-55,True
3798,CLI03798,Maria Julia da Paz,PF - Varejo,Digital,MG,2021-07-27,46-55,True
3799,CLI03799,Maria Fernanda Fernandes,PF - Varejo,Indicação,RJ,2021-03-10,46-55,True
3800,CLI03800,Mateus da Conceição,PJ - Frota Grande,CRM Ativo,PE,2021-02-18,18-25,True
3801,CLI03801,Pietro Garcia,PF - Varejo,Indicação,RJ,2023-04-25,46-55,True
3802,CLI03802,Dr. Davi Lucas da Mata,PJ - Frota Pequena,Indicação,PR,2022-10-04,56+,True
3803,CLI03803,Sr. Mathias Sousa,PF - Varejo,Indicação,MG,2022-03-11,26-35,True
3804,CLI03804,Gael Rocha,PF - Premium,Digital,SP,2022-05-20,56+,True
3805,CLI03805,Luan Viana,PF - Premium,Digital,PE,2022-10-16,26-35,True
3806,CLI03806,Dra. Hadassa Cunha,PF - Varejo,Fidelização,SP,2021-01-06,46-55,True
3807,CLI03807,Srta. Luísa Borges,PF - Varejo,Indicação,MG,2021-10-20,26-35,True
3808,CLI03808,Dr. Davi Lucas Gonçalves,PJ - Frota Pequena,Recall,PE,2021-07-21,46-55,True
3809,CLI03809,Isabelly Rodrigues,PF - Varejo,Fidelização,RS,2022-08-16,36-45,True
3810,CLI03810,Dr. Pedro Miguel Fernandes,PJ - Frota Pequena,Recall,MG,2022-01-29,36-45,True
3811,CLI03811,Isabela Abreu,PF - Varejo,Indicação,PR,2023-01-04,26-35,True
3812,CLI03812,Olívia Porto,PF - Varejo,Indicação,PR,2022-08-21,26-35,True
3813,CLI03813,Ravy Rodrigues,PJ - Frota Pequena,Digital,MG,2021-07-22,36-45,True
3814,CLI03814,Milena Sá,PF - Premium,Digital,ES,2023-01-25,56+,True
3815,CLI03815,Henrique Moraes,PJ - Frota Pequena,CRM Ativo,MG,2021-06-06,36-45,True
3816,CLI03816,Dr. João Almeida,PJ - Frota Pequena,Showroom,SC,2021-01-30,46-55,True
3817,CLI03817,Dr. Kevin Caldeira,PJ - Frota Grande,Digital,GO,2023-01-18,46-55,True
3818,CLI03818,Raquel Nascimento,PF - Premium,Digital,CE,2021-09-23,56+,True
3819,CLI03819,Maria Flor Ribeiro,PF - Varejo,Recall,RJ,2023-04-29,56+,True
3820,CLI03820,Stella Farias,PF - Varejo,Indicação,RJ,2021-01-20,36-45,True
3821,CLI03821,Agatha Sá,PF - Varejo,Recall,PE,2022-10-22,46-55,True
3822,CLI03822,Alice Nunes,PF - Varejo,CRM Ativo,BA,2023-05-10,26-35,True
3823,CLI03823,Maria Vitória Jesus,PF - Varejo,Indicação,GO,2022-11-20,18-25,True
3824,CLI03824,Daniela Fonseca,PF - Varejo,Showroom,PR,2022-11-29,46-55,True
3825,CLI03825,Clara Pinto,PJ - Frota Pequena,Indicação,SC,2021-09-17,26-35,True
3826,CLI03826,Ana Liz Mendes,PF - Premium,Recall,SP,2023-04-11,56+,True
3827,CLI03827,Mathias Moraes,PF - Varejo,Indicação,PE,2023-06-27,36-45,True
3828,CLI03828,Otto Macedo,PF - Premium,Digital,GO,2021-04-03,18-25,True
3829,CLI03829,Ana Júlia Gonçalves,PF - Varejo,Digital,SP,2022-03-31,46-55,True
